id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon,fuentes_a,fuentes_b,coexistencia_misma_fuente,tokens_extra_a,tokens_extra_b,perdida_multiplicidad,clasificacion_final,razon_refinada,semantic_key_a,semantic_key_b,modalidades_a,modalidades_b,modificadores_a,modificadores_b,clasificacion_phase4,razon_phase4
1288,"1,500 metres, Men (Olympic (non-medal))",1324,"500 metres, Men (Olympic)",Skating,Short Track Speed Skating,MEN,MEN,0.785714,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1988', 'Winter')]",1 medal non,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, true, [], [], [], [""medal"", ""metres""]]","[""men"", false, false, [], [], [], [""metres""]]",,,medal | metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1288,"1,500 metres, Men (Olympic (non-medal))",1339,"1,500 metres, Men (Olympic)",Skating,Short Track Speed Skating,MEN,MEN,0.827586,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1988', 'Winter')]",medal non,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, true, [], [], [], [""medal"", ""metres""]]","[""men"", false, false, [], [], [], [""metres""]]",,,medal | metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1289,"5,000 metres Relay, Men (Olympic (non-medal))",1291,"5,000 metres Relay, Men (Olympic)",Skating,Short Track Speed Skating,MEN,MEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,medal non,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, true, [""relay""], [], [], [""medal"", ""metres""]]","[""men"", false, false, [""relay""], [], [], [""metres""]]",relay,relay,medal | metres,metres,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
1324,"500 metres, Men (Olympic)",1339,"1,500 metres, Men (Olympic)",Skating,Short Track Speed Skating,MEN,MEN,0.956522,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1924', 'Winter'), ('1928', 'Winter'), ('1932', 'Winter'), ('1936', 'Winter'), ('1948', 'Winter'), ('1952', 'Winter'), ('1956', 'Winter'), ('1960', 'Winter'), ('1964', 'Winter'), ('1968', 'Winter'), ('1972', 'Winter'), ('1976', 'Winter'), ('1980', 'Winter'), ('1984', 'Winter'), ('1988', 'Winter'), ('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter'), ('2002', 'Winter'), ('2006', 'Winter'), ('2010', 'Winter'), ('2014', 'Winter'), ('2018', 'Winter'), ('2022', 'Winter')]",,1,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""metres""]]","[""men"", false, false, [], [], [], [""metres""]]",,,metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2394,Short Track Speed Skating Men's 500 metres,2406,"Short Track Speed Skating Men's 1,500 metres",Skating,Short Track Speed Skating,MEN,MEN,0.976744,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2,fuente2,"fuente2:[('2002', 'Winter'), ('2006', 'Winter'), ('2010', 'Winter'), ('2014', 'Winter')]",,1,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""metres""]]","[""men"", false, false, [], [], [], [""metres""]]",,,metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1237,"3,000 metres Relay, Women (Olympic)",1257,"3,000 metres Relay, Women (Olympic (non-medal))",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.864865,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,medal non,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [""relay""], [], [], [""metres""]]","[""women"", false, true, [""relay""], [], [], [""medal"", ""metres""]]",relay,relay,metres,medal | metres,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
1245,"500 metres, Women (Olympic)",1246,"500 metres, Women (Olympic (non-medal))",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.827586,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1988', 'Winter')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [], [], [], [""metres""]]","[""women"", false, true, [], [], [], [""medal"", ""metres""]]",,,metres,medal | metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1245,"500 metres, Women (Olympic)",1248,"1,500 metres, Women (Olympic (non-medal))",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1988', 'Winter')]",,1 medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [], [], [], [""metres""]]","[""women"", false, true, [], [], [], [""medal"", ""metres""]]",,,metres,medal | metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1245,"500 metres, Women (Olympic)",1270,"1,500 metres, Women (Olympic)",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.96,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1960', 'Winter'), ('1964', 'Winter'), ('1968', 'Winter'), ('1972', 'Winter'), ('1976', 'Winter'), ('1980', 'Winter'), ('1984', 'Winter'), ('1988', 'Winter'), ('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter'), ('2002', 'Winter'), ('2006', 'Winter'), ('2010', 'Winter'), ('2014', 'Winter'), ('2018', 'Winter'), ('2022', 'Winter')]",,1,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [], [], [], [""metres""]]","[""women"", false, false, [], [], [], [""metres""]]",,,metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1246,"500 metres, Women (Olympic (non-medal))",1248,"1,500 metres, Women (Olympic (non-medal))",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.971429,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1988', 'Winter')]",,1,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, true, [], [], [], [""medal"", ""metres""]]","[""women"", false, true, [], [], [], [""medal"", ""metres""]]",,,medal | metres,medal | metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1247,"1,000 metres, Women (Olympic (non-medal))",1250,"1,000 metres, Women (Olympic)",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.83871,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1988', 'Winter')]",medal non,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, true, [], [], [], [""medal"", ""metres""]]","[""women"", false, false, [], [], [], [""metres""]]",,,medal | metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1248,"1,500 metres, Women (Olympic (non-medal))",1270,"1,500 metres, Women (Olympic)",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.83871,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1988', 'Winter')]",medal non,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, true, [], [], [], [""medal"", ""metres""]]","[""women"", false, false, [], [], [], [""metres""]]",,,medal | metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2516,Short Track Speed Skating Women's 500 metres,2534,"Short Track Speed Skating Women's 1,500 metres",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.977778,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2,fuente2,"fuente2:[('2002', 'Winter'), ('2006', 'Winter'), ('2010', 'Winter'), ('2014', 'Winter')]",,1,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [], [], [], [""metres""]]","[""women"", false, false, [], [], [], [""metres""]]",,,metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1278,"500 metres, Men (Olympic)",1283,"1,500 metres, Men (Olympic)",Skating,Speed Skating,MEN,MEN,0.956522,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1924', 'Winter'), ('1928', 'Winter'), ('1932', 'Winter'), ('1936', 'Winter'), ('1948', 'Winter'), ('1952', 'Winter'), ('1956', 'Winter'), ('1960', 'Winter'), ('1964', 'Winter'), ('1968', 'Winter'), ('1972', 'Winter'), ('1976', 'Winter'), ('1980', 'Winter'), ('1984', 'Winter'), ('1988', 'Winter'), ('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter'), ('2002', 'Winter'), ('2006', 'Winter'), ('2010', 'Winter'), ('2014', 'Winter'), ('2018', 'Winter'), ('2022', 'Winter')]",,1,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""metres""]]","[""men"", false, false, [], [], [], [""metres""]]",,,metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1813,"1,500 metres, Boys (YOG)",1818,"500 metres, Boys (YOG)",Skating,Speed Skating,MEN,MEN,0.95,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('2012', 'Winter Youth'), ('2016', 'Winter Youth'), ('2020', 'Winter Youth')]",1,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", true, false, [], [], [], [""boys"", ""metres""]]","[""men"", true, false, [], [], [], [""boys"", ""metres""]]",,,boys | metres,boys | metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1938,Speed Skating Men's 500 metres,1939,"Speed Skating Men's 1,500 metres",Skating,Speed Skating,MEN,MEN,0.967742,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente4,fuente2 | fuente4,"fuente4:[('1960', 'Winter')] | fuente2:[('1924', 'Winter'), ('1928', 'Winter'), ('1932', 'Winter'), ('1936', 'Winter'), ('1948', 'Winter'), ('1952', 'Winter'), ('1956', 'Winter'), ('1960', 'Winter'), ('1964', 'Winter'), ('1968', 'Winter'), ('1972', 'Winter'), ('1976', 'Winter'), ('1980', 'Winter'), ('1984', 'Winter'), ('1988', 'Winter'), ('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter'), ('2002', 'Winter'), ('2006', 'Winter'), ('2010', 'Winter'), ('2014', 'Winter')]",,1,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""metres""]]","[""men"", false, false, [], [], [], [""metres""]]",,,metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
263,"3,000 metres, Women (Olympic)",1528,"3,000 metres Relay, Women (Olympic)",Skating,Speed Skating,WOMEN,WOMEN,0.896552,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter'), ('2002', 'Winter'), ('2006', 'Winter'), ('2010', 'Winter'), ('2014', 'Winter'), ('2018', 'Winter'), ('2022', 'Winter')]",,relay,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [], [], [], [""metres""]]","[""women"", false, false, [""relay""], [], [], [""metres""]]",,relay,metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1228,"1,500 metres, Women (Olympic)",1241,"500 metres, Women (Olympic)",Skating,Speed Skating,WOMEN,WOMEN,0.96,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1960', 'Winter'), ('1964', 'Winter'), ('1968', 'Winter'), ('1972', 'Winter'), ('1976', 'Winter'), ('1980', 'Winter'), ('1984', 'Winter'), ('1988', 'Winter'), ('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter'), ('2002', 'Winter'), ('2006', 'Winter'), ('2010', 'Winter'), ('2014', 'Winter'), ('2018', 'Winter'), ('2022', 'Winter')]",1,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [], [], [], [""metres""]]","[""women"", false, false, [], [], [], [""metres""]]",,,metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1789,"500 metres, Girls (YOG)",1791,"1,500 metres, Girls (YOG)",Skating,Speed Skating,WOMEN,WOMEN,0.952381,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('2012', 'Winter Youth'), ('2016', 'Winter Youth'), ('2020', 'Winter Youth')]",,1,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", true, false, [], [], [], [""girls"", ""metres""]]","[""women"", true, false, [], [], [], [""girls"", ""metres""]]",,,girls | metres,girls | metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1904,Speed Skating Women's 500 metres,2164,"Speed Skating Women's 1,500 metres",Skating,Speed Skating,WOMEN,WOMEN,0.969697,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente4,fuente2,"fuente2:[('1960', 'Winter'), ('1964', 'Winter'), ('1968', 'Winter'), ('1972', 'Winter'), ('1976', 'Winter'), ('1980', 'Winter'), ('1984', 'Winter'), ('1988', 'Winter'), ('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter'), ('2002', 'Winter'), ('2006', 'Winter'), ('2010', 'Winter'), ('2014', 'Winter')]",,1,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [], [], [], [""metres""]]","[""women"", false, false, [], [], [], [""metres""]]",,,metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
